,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
7005,Ford EcoSport 1.5,2017,570000,31596,Petrol,Dealer,Manual,First Owner,Ford
7006,Mahindra XUV500 W6,2013,650000,85710,Diesel,Dealer,Manual,First Owner,Mahindra
7007,Toyota Fortuner 3.0,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota
7008,Datsun RediGO T,2018,250000,10000,Petrol,Individual,Manual,First Owner,Datsun
7009,Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,Manual,First Owner,Hyundai
7010,Maruti Wagon R,2017,440000,35000,Petrol,Individual,Automatic,First Owner,Maruti
7011,Hyundai i20 Sportz,2013,315000,49000,Petrol,Individual,Manual,Second Owner,Hyundai
7012,Hyundai Santro Xing,2007,100000,70000,Petrol,Individual,Manual,Third Owner,Hyundai
7013,Tata Manza Aura,2010,202999,158000,Diesel,Individual,Manual,First Owner,Tata
7014,Hyundai EON Era,2012,179000,30000,Petrol,Individual,Manual,Second Owner,Hyundai
7015,Hyundai i10 Magna,2008,140000,60000,Petrol,Individual,Manual,Second Owner,Hyundai
7016,Maruti Zen Estilo,2008,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti
7017,Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,Manual,Second Owner,Mahindra
7018,Ford Figo Diesel,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford
7019,Maruti Wagon R,2014,330000,22000,Petrol,Individual,Manual,First Owner,Maruti
7020,Ford Figo Petrol,2010,250000,48000,Petrol,Individual,Manual,First Owner,Ford
7021,Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,Manual,First Owner,Hyundai
7022,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,Mahindra
7023,Hyundai i20 1.2,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,Hyundai
7024,Maruti Ciaz RS,2015,550000,29434,Petrol,Individual,Manual,First Owner,Maruti
7025,Honda WR-V i-DTEC,2018,800000,25000,Diesel,Individual,Manual,First Owner,Honda
7026,Tata Tiago 1.2,2017,380000,28000,Petrol,Individual,Manual,Second Owner,Tata
7027,Renault Duster 85PS,2013,400000,44500,Diesel,Individual,Manual,Second Owner,Renault
7028,Maruti Wagon R,2016,375000,34500,Petrol,Individual,Manual,First Owner,Maruti
7029,Honda City i-VTEC,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,Honda
7030,Hyundai i20 1.2,2018,650000,15000,Petrol,Individual,Manual,First Owner,Hyundai
7031,Nissan Micra XV,2014,361000,26000,Petrol,Individual,Automatic,First Owner,Nissan
7032,Hyundai EON D,2012,140000,20000,Petrol,Individual,Manual,First Owner,Hyundai
7033,Hyundai Xcent 1.2,2019,550000,3000,Petrol,Individual,Manual,First Owner,Hyundai
7034,Honda Amaze VX,2019,670000,20000,Petrol,Individual,Manual,First Owner,Honda
7035,Maruti Vitara Brezza,2017,880000,25000,Diesel,Individual,Manual,First Owner,Maruti
7036,Ford EcoSport 1.5,2018,950000,35000,Diesel,Individual,Manual,First Owner,Ford
7037,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Individual,Manual,First Owner,Chevrolet
7038,Honda City i-VTEC,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,Honda
7039,Chevrolet Cruze LTZ,2015,450000,155000,Diesel,Individual,Automatic,First Owner,Chevrolet
7040,Maruti Eeco CNG,2018,375000,50000,CNG,Individual,Manual,First Owner,Maruti
7041,Maruti Ertiga BSIV,2016,600000,13500,Petrol,Individual,Manual,First Owner,Maruti
7042,Toyota Innova 2.5,2008,700000,260000,Diesel,Individual,Manual,First Owner,Toyota
7043,Hyundai Xcent 1.2,2018,600000,65000,Diesel,Individual,Manual,First Owner,Hyundai
7044,Mahindra Xylo H9,2014,630000,95000,Diesel,Individual,Manual,Second Owner,Mahindra
7045,Maruti Ciaz ZXi,2016,590000,40000,Petrol,Individual,Manual,Second Owner,Maruti
7046,Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,Hyundai
7047,Mitsubishi Pajero Sport,2016,1950000,120000,Diesel,Individual,Manual,First Owner,Mitsubishi
7048,Tata New Safari,2013,541000,112011,Diesel,Individual,Manual,First Owner,Tata
7049,Toyota Innova 2.5,2015,900000,125000,Diesel,Individual,Manual,First Owner,Toyota
7050,Toyota Innova 2.5,2015,900000,125000,Diesel,Individual,Manual,First Owner,Toyota
7051,Tata Manza Aura,2009,250000,43000,Diesel,Individual,Manual,First Owner,Tata
7052,Mahindra Bolero 2011-2019,2019,670000,53534,Diesel,Individual,Manual,First Owner,Mahindra
7053,Tata Tigor 2017-2020,2019,530000,20000,Petrol,Individual,Manual,First Owner,Tata
7054,Chevrolet Beat Diesel,2012,150000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet
7055,Mahindra XUV500 W8,2013,550000,70000,Diesel,Individual,Manual,Third Owner,Mahindra
7056,Mahindra Scorpio 1.99,2015,650000,150000,Diesel,Individual,Manual,First Owner,Mahindra
7057,Tata Indica Vista,2012,180000,100000,Diesel,Individual,Manual,Second Owner,Tata
7058,Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,Manual,First Owner,Mahindra
7059,Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,Manual,Second Owner,Hyundai
7060,Maruti Swift VDI,2013,350000,110000,Diesel,Individual,Manual,Third Owner,Maruti
7061,Honda BRV i-VTEC,2016,725000,140000,Petrol,Individual,Manual,First Owner,Honda
7062,Tata Venture EX,2012,250000,120000,Diesel,Individual,Manual,First Owner,Tata
7063,Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,Maruti
7064,Toyota Innova 2.5,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,Toyota
7065,Renault KWID 1.0,2017,325000,16500,Petrol,Individual,Manual,Second Owner,Renault
7066,Maruti Alto K10,2016,350000,9900,Petrol,Individual,Manual,First Owner,Maruti
7067,Maruti Alto LXi,2012,180000,80000,Petrol,Individual,Manual,Third Owner,Maruti
7068,Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,Manual,Second Owner,Fiat
7069,Maruti Dzire ZXI,2020,700000,20000,Petrol,Individual,Manual,First Owner,Maruti
7070,Maruti Ciaz ZDi,2016,795000,90000,Diesel,Individual,Manual,First Owner,Maruti
7071,Mahindra Thar CRDe,2019,950000,15000,Diesel,Individual,Manual,First Owner,Mahindra
7072,Volkswagen Vento 1.5,2018,885000,75000,Diesel,Individual,Automatic,First Owner,Volkswagen
7073,Maruti Ritz LDi,2011,160000,140000,Diesel,Individual,Manual,First Owner,Maruti
7074,Hyundai i20 1.4,2012,300000,120000,Diesel,Individual,Manual,Second Owner,Hyundai
7075,Volkswagen Vento 1.5,2018,950000,75000,Diesel,Individual,Automatic,First Owner,Volkswagen
7076,Maruti Ertiga VDI,2015,549000,90000,Diesel,Individual,Manual,First Owner,Maruti
7077,Audi A3 35,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,Audi
7078,Toyota Innova 2.5,2015,1200000,61000,Diesel,Individual,Manual,First Owner,Toyota
7079,Renault Fluence Diesel,2012,570000,100000,Diesel,Individual,Manual,Second Owner,Renault
7080,Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,Manual,Second Owner,Mahindra
7081,Hyundai Verna CRDi,2009,375000,100000,Diesel,Individual,Manual,First Owner,Hyundai
7082,Mahindra Bolero SLX,2009,300000,170000,Diesel,Individual,Manual,Third Owner,Mahindra
7083,Toyota Etios G,2013,350000,100000,Petrol,Individual,Manual,Second Owner,Toyota
7084,Mahindra Bolero SLX,2011,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
7085,Volkswagen Polo 1.5,2015,434999,50000,Diesel,Individual,Manual,First Owner,Volkswagen
7086,Toyota Etios Liva,2012,200000,120000,Petrol,Individual,Manual,Second Owner,Toyota
7087,Maruti Alto 800,2015,260000,25000,Petrol,Individual,Manual,First Owner,Maruti
7088,Maruti Swift VDI,2013,450000,24019,Diesel,Individual,Manual,First Owner,Maruti
7089,Hyundai Verna 1.6,2013,459999,80000,Diesel,Individual,Manual,Second Owner,Hyundai
7090,Maruti Ritz VDi,2011,210000,100000,Diesel,Individual,Manual,Second Owner,Maruti
7091,Maruti Swift Dzire,2015,540000,93000,Petrol,Individual,Manual,Second Owner,Maruti
7092,Maruti Ertiga SHVS,2017,710000,50000,Diesel,Individual,Manual,First Owner,Maruti
7093,Maruti Alto 800,2018,285000,22000,Petrol,Individual,Manual,First Owner,Maruti
7094,Hyundai Creta 1.4,2019,990000,19600,Diesel,Individual,Manual,First Owner,Hyundai
7095,Tata Indigo CS,2017,362000,104000,Petrol,Individual,Manual,First Owner,Tata
7096,Ford EcoSport 1.5,2017,880000,33000,Diesel,Individual,Manual,First Owner,Ford
7097,Mahindra TUV 300,2017,700000,60000,Diesel,Individual,Manual,First Owner,Mahindra
7098,Mahindra Bolero 2011-2019,2016,600000,60000,Diesel,Individual,Manual,First Owner,Mahindra
7099,Nissan Terrano XL,2015,700000,40000,Petrol,Individual,Manual,First Owner,Nissan
7100,Tata Tiago 1.05,2016,400000,60000,Diesel,Individual,Manual,First Owner,Tata
7101,Hyundai Accent Executive,2010,165000,80000,LPG,Individual,Manual,First Owner,Hyundai
7102,Toyota Innova 2.5,2007,350000,376412,Diesel,Individual,Manual,Second Owner,Toyota
7103,Maruti Ertiga VXI,2014,425000,80000,Petrol,Individual,Manual,Third Owner,Maruti
7104,Hyundai Santro Xing,2012,180000,70000,Petrol,Individual,Manual,First Owner,Hyundai
7105,Maruti Alto K10,2012,170000,90000,Petrol,Individual,Manual,Third Owner,Maruti
7106,Mahindra Bolero 2011-2019,2014,370000,183000,Diesel,Individual,Manual,First Owner,Mahindra
7107,Maruti Vitara Brezza,2018,800000,27000,Diesel,Individual,Manual,First Owner,Maruti
7108,Ford EcoSport 1.5,2017,900000,35000,Diesel,Individual,Manual,First Owner,Ford
7109,Maruti Swift VDI,2013,390000,120000,Diesel,Individual,Manual,First Owner,Maruti
7110,Maruti Swift Dzire,2014,445000,80000,Diesel,Individual,Manual,Second Owner,Maruti
7111,Maruti Swift Dzire,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti
7112,Maruti Wagon R,2013,275000,55000,LPG,Individual,Manual,First Owner,Maruti
7113,Maruti Ritz VDi,2009,200000,120000,Diesel,Individual,Manual,Second Owner,Maruti
7114,Maruti Swift Dzire,2012,350000,72000,Petrol,Individual,Manual,Second Owner,Maruti
7115,Tata New Safari,2007,95000,120000,Diesel,Individual,Manual,Second Owner,Tata
7116,Toyota Etios GD,2014,550000,250000,Diesel,Individual,Manual,First Owner,Toyota
7117,Chevrolet Tavera Neo,2016,900000,100000,Diesel,Individual,Manual,First Owner,Chevrolet
7118,Tata Sumo Gold,2013,350000,120000,Diesel,Individual,Manual,Second Owner,Tata
7119,Nissan Micra XV,2015,325000,50000,Petrol,Individual,Automatic,First Owner,Nissan
7120,Hyundai Grand i10,2014,455999,32000,Petrol,Individual,Manual,First Owner,Hyundai
7121,Maruti Alto STD,2008,129000,60000,Petrol,Individual,Manual,First Owner,Maruti
7122,Maruti Alto 800,2017,254000,40000,Petrol,Individual,Manual,First Owner,Maruti
7123,Ford Ecosport 1.5,2014,570000,48000,Diesel,Individual,Manual,First Owner,Ford
7124,Nissan Terrano XL,2018,840000,30000,Diesel,Individual,Manual,First Owner,Nissan
7125,Tata New Safari,2010,235000,100000,Diesel,Individual,Manual,Second Owner,Tata
7126,Mahindra TUV 300,2016,700000,50000,Diesel,Individual,Manual,First Owner,Mahindra
7127,Hyundai Santro Xing,2010,140000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
7128,Hyundai Grand i10,2018,528000,5000,Petrol,Individual,Manual,First Owner,Hyundai
7129,Jeep Compass 2.0,2017,1500000,12000,Diesel,Individual,Manual,First Owner,Jeep
7130,Mahindra Bolero 2011-2019,2016,560000,72000,Diesel,Individual,Manual,First Owner,Mahindra
7131,Mahindra Bolero 2011-2019,2016,600000,70000,Diesel,Individual,Manual,First Owner,Mahindra
7132,Chevrolet Aveo U-VA,2007,102000,50000,Petrol,Individual,Manual,Second Owner,Chevrolet
7133,Mahindra XUV500 W8,2014,750000,70000,Diesel,Individual,Manual,Second Owner,Mahindra
7134,Chevrolet Aveo U-VA,2010,148000,70000,Petrol,Individual,Manual,Third Owner,Chevrolet
7135,Maruti Baleno Alpha,2015,650000,50000,Petrol,Individual,Manual,First Owner,Maruti
7136,Volkswagen Polo Petrol,2012,310000,40000,Petrol,Individual,Manual,First Owner,Volkswagen
7137,Hyundai Xcent 1.2,2014,480000,30000,Petrol,Individual,Manual,First Owner,Hyundai
7138,Maruti Alto 800,2018,320000,15000,Petrol,Individual,Manual,First Owner,Maruti
7139,Honda City i,2015,750000,40000,Petrol,Individual,Manual,First Owner,Honda
7140,Nissan Micra Active,2017,370000,40000,Petrol,Individual,Manual,First Owner,Nissan
7141,Maruti Swift ZXI,2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
7142,Maruti Swift ZXI,2013,420000,67000,Petrol,Individual,Manual,First Owner,Maruti
7143,Maruti Swift Dzire,2010,240000,60000,Petrol,Individual,Manual,Second Owner,Maruti
7144,Datsun RediGO 1.0,2017,220000,60000,Petrol,Individual,Manual,First Owner,Datsun
7145,Tata Tiago 1.2,2016,350000,30000,Petrol,Individual,Manual,First Owner,Tata
7146,Honda Amaze VX,2018,675000,40000,Diesel,Individual,Manual,First Owner,Honda
7147,Toyota Etios Cross,2016,434999,50000,Petrol,Individual,Manual,Second Owner,Toyota
7148,Honda CR-V 2.0L,2006,125000,200000,Petrol,Individual,Automatic,Third Owner,Honda
7149,Mahindra KUV 100,2016,400000,14000,Petrol,Individual,Manual,Second Owner,Mahindra
7150,Chevrolet Tavera Neo,2015,425000,70000,Diesel,Individual,Manual,First Owner,Chevrolet
7151,Maruti Ritz Genus,2010,311000,94000,Diesel,Individual,Manual,Second Owner,Maruti
7152,Chevrolet Tavera Neo,2015,509999,197000,Diesel,Individual,Manual,First Owner,Chevrolet
7153,Ford Figo 1.5D,2015,530000,79000,Diesel,Individual,Manual,Second Owner,Ford
7154,Skoda Octavia Rider,2008,210000,120000,Diesel,Individual,Manual,Second Owner,Skoda
7155,Mahindra Marazzo M2,2019,977000,30000,Diesel,Individual,Manual,First Owner,Mahindra
7156,Maruti Wagon R,2018,440000,20000,Petrol,Individual,Manual,First Owner,Maruti
7157,Maruti Wagon R,2018,440000,17000,Petrol,Individual,Manual,First Owner,Maruti
7158,Hyundai i20 1.2,2018,655000,20000,Petrol,Individual,Manual,First Owner,Hyundai
7159,Renault KWID RXT,2016,295000,60000,Petrol,Individual,Manual,First Owner,Renault
7160,Hyundai i20 1.2,2018,655000,20000,Petrol,Individual,Manual,First Owner,Hyundai
7161,Hyundai Getz 1.1,2007,65000,70000,Petrol,Individual,Manual,Third Owner,Hyundai
7162,Tata Hexa XT,2017,1200000,150000,Diesel,Individual,Manual,First Owner,Tata
7163,Tata Hexa XM,2017,1251000,35000,Diesel,Individual,Manual,First Owner,Tata
7164,Tata Indigo CS,2010,200000,60000,Diesel,Individual,Manual,First Owner,Tata
7165,Hyundai i20 Active,2016,750000,40000,Diesel,Individual,Manual,First Owner,Hyundai
7166,Maruti Wagon R,2018,400000,60000,CNG,Individual,Manual,First Owner,Maruti
7167,Honda Amaze E,2017,475000,57000,Petrol,Individual,Manual,First Owner,Honda
7168,Tata Indigo VS,2012,110000,120000,Diesel,Individual,Manual,Second Owner,Tata
7169,Renault KWID 1.0,2017,350000,30000,Petrol,Individual,Manual,First Owner,Renault
7170,Maruti Swift Dzire,2016,450000,175000,Diesel,Individual,Manual,First Owner,Maruti
7171,Tata Indigo LX,2010,150000,90000,Diesel,Individual,Manual,First Owner,Tata
7172,Tata Indica V2,2009,80000,110000,Diesel,Individual,Manual,Second Owner,Tata
7173,Hyundai i20 Magna,2015,430000,35000,Petrol,Individual,Manual,Second Owner,Hyundai
7174,Toyota Innova Crysta,2017,1450000,81000,Diesel,Individual,Manual,First Owner,Toyota
7175,Chevrolet Cruze LTZ,2011,360000,100000,Diesel,Individual,Manual,First Owner,Chevrolet
7176,Tata Hexa XTA,2017,1445000,60000,Diesel,Individual,Automatic,First Owner,Tata
7177,Honda City i,2016,670000,60000,Diesel,Individual,Manual,First Owner,Honda
7178,Mercedes-Benz GLA Class,2016,2000000,70000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz
7179,Maruti Swift 1.3,2010,175000,83000,Petrol,Individual,Manual,Second Owner,Maruti
7180,Honda Amaze S,2015,440000,50000,Diesel,Individual,Manual,First Owner,Honda
7181,Hyundai i20 1.4,2012,254999,90000,Diesel,Individual,Manual,First Owner,Hyundai
7182,Datsun GO Plus,2018,530000,65000,Petrol,Individual,Manual,First Owner,Datsun
7183,Mahindra XUV500 W4,2016,890000,40000,Diesel,Individual,Manual,Second Owner,Mahindra
7184,Volkswagen Polo Diesel,2013,280000,80000,Diesel,Individual,Manual,Second Owner,Volkswagen
7185,Maruti Swift Dzire,2017,725000,35000,Petrol,Individual,Automatic,First Owner,Maruti
7186,Mahindra TUV 300,2016,700000,30000,Diesel,Individual,Manual,First Owner,Mahindra
7187,Maruti Zen Estilo,2007,90000,70000,Petrol,Individual,Manual,First Owner,Maruti
7188,Hyundai i10 Magna,2015,287000,100000,Petrol,Individual,Manual,Second Owner,Hyundai
7189,Hyundai Creta 1.6,2018,1380000,55000,Petrol,Individual,Automatic,First Owner,Hyundai
7190,Toyota Innova 2.5,2013,750000,80000,Diesel,Individual,Manual,Second Owner,Toyota
7191,Hyundai Verna 1.4,2016,650000,40000,Petrol,Individual,Manual,First Owner,Hyundai
7192,Maruti Wagon R,2013,240000,108916,Petrol,Individual,Manual,Second Owner,Maruti
7193,Hyundai EON Magna,2013,290000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
7194,Hyundai EON Era,2014,229999,80000,Petrol,Individual,Manual,First Owner,Hyundai
7195,Honda City i,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,Honda
7196,Hyundai Santro Xing,2012,200000,90000,Petrol,Individual,Manual,Second Owner,Hyundai
7197,Maruti Alto LX,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
7198,Hyundai i20 1.4,2012,330000,90000,Diesel,Individual,Manual,First Owner,Hyundai
7199,Maruti Ritz VDi,2009,200000,70000,Diesel,Individual,Manual,First Owner,Maruti
7200,Mahindra KUV 100,2018,420000,31000,Diesel,Individual,Manual,First Owner,Mahindra
7201,Maruti Swift Dzire,2009,260000,120000,Diesel,Individual,Manual,Second Owner,Maruti
7202,Hyundai i20 Sportz,2016,590000,40000,Petrol,Individual,Manual,First Owner,Hyundai
7203,Maruti Swift VDI,2015,545000,180000,Diesel,Individual,Manual,First Owner,Maruti
7204,Maruti Wagon R,2011,210000,90000,Petrol,Individual,Manual,Second Owner,Maruti
7205,Honda City 2017-2020,2008,185000,110000,Petrol,Individual,Manual,Second Owner,Honda
7206,Maruti Wagon R,2006,125000,59000,Petrol,Individual,Manual,Second Owner,Maruti
7207,Hyundai EON Magna,2014,280000,60000,Petrol,Individual,Manual,Second Owner,Hyundai
7208,Hyundai Santro Xing,2005,99000,89500,Petrol,Individual,Manual,First Owner,Hyundai
7209,Maruti Wagon R,2005,98000,70000,Petrol,Individual,Manual,Second Owner,Maruti
7210,Tata Indica Vista,2009,100000,190000,Diesel,Individual,Manual,First Owner,Tata
7211,Mahindra Verito Vibe,2013,250000,180000,Diesel,Individual,Manual,First Owner,Mahindra
7212,Toyota Fortuner 3.0,2010,750000,150000,Diesel,Individual,Manual,Second Owner,Toyota
7213,Chevrolet Optra Magnum,2007,160000,130000,Diesel,Individual,Manual,Second Owner,Chevrolet
7214,Hyundai Verna 1.6,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,Hyundai
7215,Tata Indica V2,2009,95000,80000,Diesel,Individual,Manual,Second Owner,Tata
7216,Hyundai Verna 1.6,2014,525000,80000,Diesel,Individual,Manual,Second Owner,Hyundai
7217,Datsun RediGO 1.0,2017,278000,20000,Petrol,Individual,Manual,First Owner,Datsun
7218,Maruti 800 AC,1997,50000,60000,Petrol,Individual,Manual,Second Owner,Maruti
7219,Volkswagen Polo Diesel,2011,254999,120000,Diesel,Individual,Manual,Third Owner,Volkswagen
7220,Maruti Swift Dzire,2019,675000,10000,Petrol,Individual,Manual,First Owner,Maruti
7221,Maruti Swift Dzire,2016,600000,147000,Diesel,Individual,Manual,Second Owner,Maruti
7222,Maruti S-Cross 2017-2020,2018,950000,51000,Diesel,Individual,Manual,First Owner,Maruti
7223,Honda City 2017-2020,2007,229999,60000,Petrol,Individual,Manual,Third Owner,Honda
7224,Toyota Innova 2.5,2009,600000,220000,Diesel,Individual,Manual,First Owner,Toyota
7225,Maruti Alto 800,2017,330000,20000,Petrol,Individual,Manual,First Owner,Maruti
7226,Maruti Alto K10,2017,350000,40000,Petrol,Individual,Manual,First Owner,Maruti
7227,Volkswagen Polo 1.2,2016,560000,35000,Petrol,Individual,Manual,First Owner,Volkswagen
7228,Maruti Wagon R,2017,440000,30000,Petrol,Individual,Manual,First Owner,Maruti
7229,Maruti A-Star Vxi,2011,220000,90000,Petrol,Individual,Manual,Second Owner,Maruti
7230,Maruti Swift Dzire,2017,750000,110000,Diesel,Individual,Manual,Second Owner,Maruti
7231,Mahindra XUV500 W6,2015,800000,140000,Diesel,Individual,Manual,First Owner,Mahindra
7232,Tata Indica V2,2007,59259,104000,Diesel,Individual,Manual,Second Owner,Tata
7233,Maruti Baleno Zeta,2018,740000,9000,Petrol,Individual,Automatic,First Owner,Maruti
7234,Maruti Ignis 1.2,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,Maruti
7235,Maruti Wagon R,2017,430000,20000,Petrol,Individual,Automatic,First Owner,Maruti
7236,Maruti Vitara Brezza,2016,800000,70000,Diesel,Individual,Manual,First Owner,Maruti
